date,open,high,low,close,volume,split,dividend,absoluteChange,percentChange
2010-01-04,25.436282332605300,25.835021381744100,25.411360259406800,25.710416,38409100,,,,
2010-01-05,25.627344939513700,25.83502196495550,25.452895407434500,25.718722,49749600,,,,
2010-01-06,25.65226505944470,25.81840750861230,25.353210976925600,25.560888,58182400,,,,
2010-01-07,25.444587793771800,25.502739021094400,25.079077898061900,25.295062,50559700,,,,
2010-01-08,25.153841756996400,25.6522649488092,25.120612602739700,25.46951,51197400,,,,
2010-01-11,25.511044730573700,25.55258096597290,25.02092861663480,25.145534,68754700,,,,
2010-01-12,25.045848646491500,25.253525666777500,24.84647870701700,24.979392,65912100,,,,
2010-01-13,25.13722727051070,25.353211377924200,24.929550244151600,25.211991,51863500,,,,
2010-01-14,25.178761733851400,25.83502196495550,25.137227159471200,25.718722,63228100,,,,
2010-01-15,25.818406945612200,25.95132023748150,25.51104412745640,25.635652,79913200,,,,
2010-01-19,25.544274163987100,25.95132113440510,25.486124596784600,25.835022,46575700,,,,
2010-01-20,25.59411494568940,25.702108656795000,25.17876090842240,25.41136,54849500,,,,
2010-01-21,25.427975689088600,25.51935191837550,24.92124291902700,24.92955,73086700,,,,
2010-01-22,24.921242227943400,25.087384673504500,23.9576208617963,24.057305,102004600,,,,
2010-01-25,24.289904353342400,24.63880174829470,24.17360522169170,24.356361,63373000,,,,
2010-01-26,24.256677400199600,24.796636835593200,24.165298678305100,24.505889,66639900,,,,
2010-01-27,24.381282411526800,24.771715213346800,24.107148742163800,24.647109,63949500,,,,
2010-01-28,24.788329503429400,24.813251576935800,23.999155984106700,24.223448,117513700,,,,
2010-01-29,24.838171916252700,24.854786078069600,22.977385792760800,23.409354,193888500,,,,
2010-02-01,23.583802007377100,23.658566566701900,23.193370033086900,23.600417,85931100,,,,
2010-02-02,23.567188934614900,23.675180153730900,23.376124415817800,23.641951,54413700,,,,
2010-02-03,23.47581083464240,23.916086957012200,23.359512531704000,23.783172,61397900,,,,
2010-02-04,23.575494533516100,23.67518033405170,23.101990926835000,23.126913,77850000,,,,
2010-02-05,23.259826837972900,23.492425937060700,22.90262235438970,23.276441,80960100,,,,
