date,open,high,low,close,volume,split,dividend,absoluteChange,percentChange
2009-01-03,0.26841041594782594,0.0,,,,,,,
2009-01-09,0.9677675175685035,0.0,,,,,,,
2009-01-10,2.0963523641664774,0.0,,,,,,,
2009-01-11,2.574502267976125,0.0,,,,,,,
2009-01-12,2.5965152968949137,0.0,,,,,,,
2009-01-13,2.8532418591821473,0.0,,,,,,,
2009-01-14,2.81792589791268,0.0,,,,,,,
2009-01-15,2.9341567938710345,0.0,,,,,,,
2009-01-16,2.616141124248091,0.0,,,,,,,
2009-01-17,2.560472178412593,0.0,,,,,,,
2009-01-18,2.602335533822029,0.0,,,,,,,
2009-01-19,2.616141124248091,0.0,,,,,,,
2009-01-20,2.602335533822029,0.0,,,,,,,
2009-01-21,2.430559691495225,0.0,,,,,,,
2009-01-22,2.4007357437133297,0.0,,,,,,,
2009-01-23,2.245682657289303,0.0,,,,,,,
2009-01-24,3.6900331451864834,0.0,,,,,,,
2009-01-25,3.581041600888311,0.0,,,,,,,
2009-01-26,2.4007357437133297,0.0,,,,,,,
2009-01-27,2.574502267976125,0.0,,,,,,,
2009-01-28,2.532178799699255,0.0,,,,,,,
2009-01-29,2.588456312013687,0.0,,,,,,,
2009-01-30,2.574502267976125,0.0,,,,,,,
2009-01-31,2.684104159478259,0.0,,,,,,,
2009-02-01,2.4156937435304333,0.0,,,,,,,
2009-02-02,2.5035656913426076,0.0,,,,,,,
2009-02-03,2.60289469904353,0.0,,,,,,,
2009-02-04,2.5463647863249372,0.0,,,,,,,
2009-02-05,2.560472178412593,0.0,,,,,,,
2009-02-06,2.574502267976125,0.0,,,,,,,
2009-02-07,2.878381039710998,0.0,,,,,,,
2009-02-08,2.5035656913426076,0.0,,,,,,,
2009-02-09,2.643536019191083,0.0,,,,,,,
2009-02-10,2.684104159478259,0.0,,,,,,,
2009-02-11,2.8783910514537245,0.0,,,,,,,
2009-02-12,2.643536019191083,0.0,,,,,,,
2009-02-13,2.629874242881464,0.0,,,,,,,
2009-02-14,2.724068206395785,0.0,,,,,,,
2009-02-15,2.7764589315625554,0.0,,,,,,,
2009-02-16,2.629874242881464,0.0,,,,,,,
2009-02-17,2.532178799699255,0.0,,,,,,,
2009-02-18,2.616141124248091,0.0,,,,,,,
2009-02-19,2.5179128901248893,0.0,,,,,,,
2009-02-20,2.574502267976125,0.0,,,,,,,
2009-02-21,2.574502267976125,0.0,,,,,,,
2009-02-22,2.7372598971390407,0.0,,,,,,,
2009-02-23,2.4891357977174535,0.0,,,,,,,
2009-02-24,2.5463647863249372,0.0,,,,,,,
2009-02-25,2.532178799699255,0.0,,,,,,,
2009-02-26,2.588456312013687,0.0,,,,,,,
2009-02-27,2.532178799699255,0.0,,,,,,,
2009-02-28,2.6571275536093335,0.0,,,,,,,
2009-03-01,2.532178799699255,0.0,,,,,,,
2009-03-02,2.588456312013687,0.0,,,,,,,
2009-03-03,2.629874242881464,0.0,,,,,,,
2009-03-04,2.460022096790989,0.0,,,,,,,
2009-03-05,2.5463647863249372,0.0,,,,,,,
2009-03-06,2.4891357977174535,0.0,,,,,,,
2009-03-07,2.460022096790989,0.0,,,,,,,
2009-03-08,2.9646899449171342,0.0,,,,,,,
2009-03-09,2.5035656913426076,0.0,,,,,,,
2009-03-10,2.4891357977174535,0.0,,,,,,,
2009-03-11,2.5179128901248893,0.0,,,,,,,
2009-03-12,2.5035656913426076,0.0,,,,,,,
2009-03-13,2.86583901473521,0.0,,,,,,,
2009-03-14,2.4891357977174535,0.0,,,,,,,
2009-03-15,2.616141124248091,0.0,,,,,,,
2009-03-16,2.602335533822029,0.0,,,,,,,
2009-03-17,2.5463647863249372,0.0,,,,,,,
2009-03-18,2.8405888395894103,0.0,,,,,,,
2009-03-19,2.629874242881464,0.0,,,,,,,
2009-03-20,2.574502267976125,0.0,,,,,,,
2009-03-21,1.314937121440732,0.0,,,,,,,
2009-03-22,2.643536019191083,0.0,,,,,,,
2009-03-23,2.684104159478259,0.0,,,,,,,
2009-03-24,2.5179128901248893,0.0,,,,,,,
2009-03-25,2.5179128901248893,0.0,,,,,,,
2009-03-26,2.588456312013687,0.0,,,,,,,
2009-03-27,2.460022096790989,0.0,,,,,,,
2009-03-28,2.827879206085477,0.0,,,,,,,
2009-03-29,2.560472178412593,0.0,,,,,,,
2009-03-30,2.5035656913426076,0.0,,,,,,,
2009-03-31,2.588456312013687,0.0,,,,,,,
2009-04-01,2.560472178412593,0.0,,,,,,,
2009-04-02,2.532178799699255,0.0,,,,,,,
2009-04-03,2.4746217626314566,0.0,,,,,,,
2009-04-04,2.4891357977174535,0.0,,,,,,,
2009-04-05,2.8151121918711057,0.0,,,,,,,
2009-04-06,2.5035656913426076,0.0,,,,,,,
2009-04-07,2.560472178412593,0.0,,,,,,,
2009-04-08,2.5035656913426076,0.0,,,,,,,
2009-04-09,2.4156937435304333,0.0,,,,,,,
2009-04-10,2.4891357977174535,0.0,,,,,,,
2009-04-11,2.532178799699255,0.0,,,,,,,
2009-04-12,2.789402866213981,0.0,,,,,,,
2009-04-13,2.5463647863249372,0.0,,,,,,,
2009-04-14,2.532178799699255,0.0,,,,,,,
2009-04-15,2.560472178412593,0.0,,,,,,,
2009-04-16,2.616141124248091,0.0,,,,,,,
2009-04-17,2.629874242881464,0.0,,,,,,,
2009-04-18,2.6974912956889736,0.0,,,,,,,
2009-04-19,2.750388317288109,0.0,,,,,,,
2009-04-20,2.616141124248091,0.0,,,,,,,
2009-04-21,2.6706499185664914,0.0,,,,,,,
2009-04-22,2.684104159478259,0.0,,,,,,,
2009-04-23,2.079098141829071,0.0,,,,,,,
2009-04-24,2.560472178412593,0.0,,,,,,,
2009-04-25,2.532178799699255,0.0,,,,,,,
2009-04-26,2.7372598971390407,0.0,,,,,,,
2009-04-27,2.5179128901248893,0.0,,,,,,,
2009-04-28,2.532178799699255,0.0,,,,,,,
2009-04-29,2.750388317288109,0.0,,,,,,,
2009-04-30,2.802287012679475,0.0,,,,,,,
2009-05-01,2.532178799699255,0.0,,,,,,,
2009-05-02,2.5179128901248893,0.0,,,,,,,
2009-05-03,2.3245023885116507,0.0,,,,,,,
2009-05-04,2.629874242881464,0.0,,,,,,,
2009-05-05,2.684104159478259,0.0,,,,,,,
2009-05-06,2.6571275536093335,0.0,,,,,,,
2009-05-07,2.5463647863249372,0.0,,,,,,,
2009-05-08,2.4891357977174535,0.0,,,,,,,
2009-05-09,1.9540573235276648,0.0,,,,,,,
2009-05-10,2.079098141829071,0.0,,,,,,,
2009-05-11,2.7108123213728876,0.0,,,,,,,
2009-05-12,2.827879206085477,0.0,,,,,,,
2009-05-13,2.532178799699255,0.0,,,,,,,
2009-05-14,2.616141124248091,0.0,,,,,,,
2009-05-15,2.7108123213728876,0.0,,,,,,,
2009-05-16,2.602335533822029,0.0,,,,,,,
2009-05-17,2.6706499185664914,0.0,,,,,,,
2009-05-18,2.643536019191083,0.0,,,,,,,
2009-05-19,2.2616663654569455,0.0,,,,,,,
2009-05-20,2.560472178412593,0.0,,,,,,,
2009-05-21,2.197033942177974,0.0,,,,,,,
2009-05-22,1.9168337749668154,0.0,,,,,,,
2009-05-23,1.4202944197947052,0.0,,,,,,,
2009-05-24,2.339947757020582,0.0,,,,,,,
2009-05-25,2.5463647863249372,0.0,,,,,,,
2009-05-26,2.5035656913426076,0.0,,,,,,,
2009-05-27,2.430559691495225,0.0,,,,,,,
2009-05-28,2.3856839605768214,0.0,,,,,,,
2009-05-29,2.4891357977174535,0.0,,,,,,,
2009-05-30,2.532178799699255,0.0,,,,,,,
2009-05-31,2.2775379030937146,0.0,,,,,,,
2009-06-01,2.0441528271091975,0.0,,,,,,,
2009-06-02,2.629874242881464,0.0,,,,,,,
2009-06-03,2.1134657286399667,0.0,,,,,,,
2009-06-04,2.0963523641664774,0.0,,,,,,,
2009-06-05,1.3420520797391295,0.0,,,,,,,
2009-06-06,1.3947014331069905,0.0,,,,,,,
2009-06-07,0.9677675175685035,0.0,,,,,,,
2009-06-08,2.0264542011082414,0.0,,,,,,,
2009-06-09,2.18057652736445,0.0,,,,,,,
2009-06-10,2.0616995251412877,0.0,,,,,,,
2009-06-11,2.197033942177974,0.0,,,,,,,
2009-06-12,2.1304416296920574,0.0,,,,,,,
2009-06-13,1.9905849206729842,0.0,,,,,,,
2009-06-14,1.6545929266115056,0.0,,,,,,,
2009-06-15,2.0441528271091975,0.0,,,,,,,
2009-06-16,2.0616995251412877,0.0,,,,,,,
2009-06-17,2.079098141829071,0.0,,,,,,,
2009-06-18,2.0441528271091975,0.0,,,,,,,
2009-06-19,1.9724056821610978,0.0,,,,,,,
2009-06-20,1.9905849206729842,0.0,,,,,,,
2009-06-21,2.008599631036498,0.0,,,,,,,
2009-06-22,2.008599631036498,0.0,,,,,,,
2009-06-23,2.0264542011082414,0.0,,,,,,,
2009-06-24,2.1134657286399667,0.0,,,,,,,
2009-06-25,1.7394983065096576,0.0,,,,,,,
2009-06-26,2.245682657289303,0.0,,,,,,,
2009-06-27,2.1134657286399667,0.0,,,,,,,
2009-06-28,1.3947014331069905,0.0,,,,,,,
2009-06-29,2.079098141829071,0.0,,,,,,,
